	C10_S10_bmtagger_1	C11_S11_bmtagger_1	D01_S13_bmtagger_1	D03_S15_bmtagger_1	D04_S16_bmtagger_1	D05_S17_bmtagger_1	D06_S18_bmtagger_1	D07_S19_bmtagger_1	F11_S47_bmtagger_1	GCF_000072485.1_ASM7248v1_genomic	GCF_002208885.1_ASM220888v1_genomic	GCF_900186865.1_49243_F02_genomic
g026832	1	1	1	1	1	1	1	1	1	1	1	1
g026833	1	1	1	1	1	1	1	1	1	1	1	1
g026834	1	1	1	1	1	1	1	1	1	1	1	1
g026835	1	1	1	1	1	0	1	1	1	1	1	1
g026836	1	1	1	1	1	1	1	1	1	1	1	1
g026837	0	1	1	1	1	1	1	1	1	1	1	1
g026838	1	1	1	1	1	1	1	1	1	1	1	1
g026839	1	1	1	1	1	1	1	1	1	1	0	1
g026840	0	0	0	0	0	0	0	0	0	0	0	1
g026841	0	0	1	0	1	0	1	1	0	0	0	1
g026842	1	1	1	1	1	1	1	0	1	1	1	1
g026843	1	1	1	1	1	1	1	1	1	1	1	1
g026844	1	0	1	1	1	1	1	0	1	1	0	1
g026845	0	1	1	1	1	1	1	1	0	1	0	1
g026846	1	0	1	1	1	1	1	1	0	1	0	1
g026847	1	0	1	1	1	1	1	1	1	0	1	1
g026848	1	1	0	0	0	0	0	0	1	0	0	1
g026849	0	1	1	1	0	1	1	1	1	1	1	1
g026850	0	1	0	1	0	0	1	0	1	0	1	1
g026851	1	1	1	1	1	1	1	1	1	1	1	1
g026852	1	1	1	1	1	1	1	1	1	1	1	1
g026853	1	1	1	1	1	1	1	1	1	1	1	1
g026854	1	1	1	1	1	1	1	1	1	1	1	1
g026855	1	1	1	1	1	1	1	1	1	1	1	1
g026856	0	1	1	1	1	1	1	1	1	1	1	1
g026857	0	0	0	0	0	0	0	0	0	0	0	1
g026858	0	0	0	0	0	0	0	0	0	0	0	1
g026859	0	0	0	0	0	0	0	0	0	0	0	1
g026860	1	1	1	1	1	1	1	1	1	1	1	1
g026861	0	0	0	0	0	0	0	0	0	0	0	1
g026862	0	0	0	0	0	0	0	0	0	0	0	1
g026863	0	0	0	0	0	0	0	0	0	0	0	1
g026864	0	0	0	0	0	0	0	0	0	0	0	1
g026865	1	1	1	1	1	1	1	1	1	1	1	1
g026866	1	1	1	1	1	1	1	1	1	1	0	1
g026867	0	1	1	0	1	0	1	1	1	1	1	1
g026868	1	0	0	0	1	0	0	0	1	0	0	1
g026869	1	1	1	1	1	1	1	1	1	1	1	1
g026870	1	0	1	1	1	1	1	0	1	0	0	1
g026871	1	0	0	0	0	0	0	0	0	0	0	1
g026872	0	1	1	1	1	1	1	1	1	1	1	1
g026873	1	1	1	1	1	1	1	1	1	1	1	1
g026874	1	1	1	1	1	1	1	1	1	0	1	1
g026875	0	1	1	1	0	1	1	0	1	0	0	1
g026876	1	0	0	0	0	0	0	0	0	0	0	1
g026877	1	1	1	1	1	1	1	1	1	0	1	1
g026878	0	0	1	1	0	1	1	0	1	0	1	1
g026879	1	1	1	1	1	1	1	1	1	0	1	1
g026880	1	1	1	1	1	1	0	1	1	0	1	1
g026881	0	0	0	0	0	0	0	0	0	0	0	1
g026882	0	0	0	0	0	1	0	0	0	1	0	1
g026883	0	0	0	0	0	0	0	0	0	0	0	1
g026884	0	1	1	1	1	1	1	1	1	1	1	1
g026885	0	0	0	0	0	0	0	0	0	0	0	1
g026886	0	1	1	1	1	1	1	1	1	1	0	1
g026887	1	1	1	1	1	1	1	1	1	1	1	1
g026888	1	1	1	1	1	1	1	1	1	1	1	1
g026889	1	1	1	1	1	1	1	1	1	1	0	1
g026890	0	0	1	0	0	0	0	1	0	0	0	1
g026891	1	0	0	1	1	1	1	1	1	1	0	1
g026892	0	0	0	0	0	0	0	0	0	0	0	1
g026893	0	0	0	0	0	0	0	0	0	0	0	1
g026894	0	0	0	0	1	1	0	1	0	0	0	1
g026895	1	1	1	1	1	1	1	1	1	1	1	1
g026896	1	1	1	1	1	1	1	1	1	1	1	1
g026897	1	1	1	1	1	1	1	1	1	0	1	1
g026898	1	1	1	1	1	1	1	1	1	1	1	1
g026899	1	1	0	1	1	1	1	0	1	0	0	1
g026900	1	1	1	1	1	1	1	1	1	1	1	1
g026901	1	1	1	1	1	1	1	1	1	1	1	1
g026902	1	1	1	1	1	1	1	1	1	1	1	1
g026903	1	1	0	0	0	0	0	0	1	0	1	1
g026904	1	1	1	1	1	1	1	1	1	1	1	1
g026905	1	1	1	1	1	1	1	0	1	1	1	1
g026906	1	0	1	1	1	1	1	1	1	1	0	1
g026907	0	0	0	0	0	0	0	0	0	0	0	1
g026908	1	1	1	1	1	1	1	1	1	1	1	1
g026909	1	1	1	1	1	1	1	1	1	1	1	1
g026910	0	0	0	0	0	1	0	1	0	0	0	1
g026911	1	1	1	1	1	1	1	1	1	1	1	1
g026912	0	1	1	1	1	1	1	1	1	1	1	1
g026913	1	1	1	1	1	1	1	1	1	1	1	1
g026914	1	1	1	1	1	1	1	1	1	1	1	1
g026915	1	1	1	1	1	1	1	1	1	1	1	1
g026916	0	0	1	0	1	0	1	1	0	0	0	1
g026917	1	1	1	1	1	1	1	1	1	1	1	1
g026918	1	1	1	1	1	1	1	1	1	1	0	1
g026919	1	0	1	1	1	0	1	1	1	0	0	1
g026920	0	0	0	0	0	0	0	0	0	0	0	1
g026921	1	1	1	1	1	1	1	1	1	1	1	1
g026922	1	1	1	1	1	1	1	1	1	1	1	1
g026923	0	0	0	1	1	0	1	1	1	0	0	1
g026924	1	0	1	1	1	1	1	0	0	0	0	1
g026925	1	0	1	1	1	1	1	1	1	1	0	1
g026926	1	1	1	1	1	1	1	1	1	1	1	1
g026927	1	1	1	1	1	1	1	1	1	1	1	1
g026928	0	0	0	0	0	0	0	0	0	0	0	1
g026929	1	1	1	1	1	1	1	1	1	1	1	1
g026930	1	1	1	1	1	1	1	1	1	1	1	1
g026931	1	1	1	1	1	1	1	1	1	1	1	1
g026932	1	1	1	1	1	1	1	0	1	1	0	1
g026933	1	1	1	1	1	1	1	1	1	1	1	1
g026934	1	1	1	1	1	1	1	1	1	1	1	1
g026935	1	1	1	1	1	1	1	1	1	1	1	1
g026936	1	1	1	1	0	1	1	1	1	1	1	1
g026937	1	1	1	1	1	1	1	1	0	1	1	1
g026938	1	1	1	1	1	0	1	1	0	0	0	1
g026939	1	0	1	1	1	1	0	0	1	0	1	1
g026940	1	1	1	1	0	1	1	1	1	1	1	1
g026941	1	1	1	1	1	1	1	1	1	1	1	1
g026942	1	0	0	1	1	0	1	0	1	1	1	1
g026943	1	1	1	1	1	1	1	1	1	1	1	1
g026944	0	0	0	0	0	0	0	0	0	0	0	1
g026945	0	0	0	0	0	0	0	0	0	0	0	1
g026946	0	0	0	0	0	0	0	0	0	0	0	1
g026947	0	0	0	0	0	0	0	0	0	0	0	1
g026948	0	0	0	0	0	0	0	0	0	0	0	1
g026949	0	0	0	0	0	0	0	0	0	0	0	1
g026950	0	0	0	0	0	0	0	0	0	0	0	1
g026951	0	0	0	0	0	0	0	0	0	0	0	1
g026952	0	0	0	0	0	0	0	0	0	0	0	1
g026953	0	0	0	0	0	0	0	0	0	0	0	1
g026954	0	0	0	0	0	0	0	0	0	0	0	1
g026955	0	0	0	0	0	0	0	0	0	0	0	1
g026956	0	0	0	0	0	0	0	0	0	0	0	1
g026957	0	0	0	0	0	0	0	0	0	0	0	1
g026958	0	0	0	0	0	0	0	0	0	0	0	1
g026959	0	0	0	0	0	0	0	0	0	0	0	1
g026960	0	0	0	0	0	0	0	0	0	0	0	1
g026961	0	0	0	0	0	0	0	0	0	0	0	1
g026962	0	0	0	0	0	0	0	0	0	0	0	1
g026963	0	0	0	0	0	0	0	0	0	0	0	1
g026964	0	0	0	0	0	0	0	0	0	0	0	1
g026965	0	0	0	0	0	0	0	0	0	0	0	1
g026966	0	0	0	0	0	0	0	0	0	0	0	1
g026967	0	0	0	0	0	0	0	0	0	0	0	1
g026968	0	0	0	0	0	0	0	0	0	0	0	1
g026969	0	1	0	0	0	0	0	0	0	0	0	1
g026970	0	0	0	0	0	0	0	0	0	0	0	1
g026971	0	0	0	0	0	0	0	0	0	0	0	1
g026972	0	0	0	0	0	0	0	0	0	0	0	1
g026973	0	0	0	0	0	0	0	0	0	0	0	1
g026974	0	0	0	0	0	0	0	0	1	0	0	1
g026975	0	0	0	0	0	0	0	0	0	0	0	1
g026976	0	0	0	0	0	0	0	0	0	0	0	1
g026977	0	0	0	0	0	0	0	0	0	0	0	1
g026978	0	0	0	0	0	0	0	0	0	0	0	1
g026979	0	0	0	0	0	0	0	0	0	0	0	1
g026980	1	1	1	1	1	1	1	1	1	1	1	1
g026981	1	1	1	1	1	1	1	1	1	1	1	1
g026982	1	1	1	1	1	1	1	1	1	1	1	1
g026983	1	1	1	1	1	1	1	1	1	1	1	1
g026984	0	0	0	0	0	0	0	0	0	0	0	1
g026985	1	1	1	1	1	1	1	1	1	1	1	1
g026986	1	1	1	1	1	1	1	1	1	1	1	1
g026987	1	1	1	1	1	1	1	1	1	1	1	1
g026988	1	1	1	1	1	1	1	1	1	1	1	1
g026989	1	1	1	1	1	1	1	1	1	1	1	1
g026990	0	1	1	1	1	1	1	1	1	1	1	1
g026991	0	1	1	1	1	1	1	1	1	1	0	1
g026992	1	1	1	1	1	1	1	1	1	1	0	1
g026993	0	0	0	0	0	0	0	0	0	0	0	1
g026994	1	1	1	1	1	1	1	1	1	1	1	1
g026995	1	1	1	1	1	1	1	0	1	1	1	1
g026996	1	1	1	1	0	0	1	1	1	0	0	1
g026997	0	0	0	0	0	0	0	0	0	0	0	1
g026998	0	0	0	0	0	0	0	0	0	0	0	1
g026999	0	0	0	0	0	0	0	0	0	0	0	1
g027000	0	0	0	0	0	0	0	0	0	0	0	1
g027001	0	0	0	0	0	0	0	0	0	0	0	1
g027002	0	0	0	0	0	0	0	0	0	0	0	1
g027003	0	0	0	0	0	0	0	0	0	0	0	1
g027004	1	1	1	1	1	1	1	1	1	1	1	1
g027005	1	0	0	0	0	0	0	0	0	0	0	1
g027006	1	1	1	1	1	1	1	1	1	1	1	1
g027007	0	0	0	1	1	0	1	1	0	0	0	1
g027008	1	1	0	0	0	0	0	0	1	1	0	1
g027009	1	1	1	1	1	1	1	0	1	1	1	1
g027010	1	1	0	1	0	1	1	1	1	1	0	1
g027011	0	0	1	1	1	1	1	1	0	0	1	1
g027012	0	0	0	0	0	0	0	0	0	0	0	1
g027013	1	0	0	1	1	1	0	1	0	0	0	1
g027014	1	1	0	0	1	0	1	1	1	0	0	1
g027015	0	0	0	0	0	0	0	0	0	0	0	1
g027016	0	0	0	0	0	0	0	0	0	0	0	1
g027017	0	0	0	0	0	0	0	0	0	0	0	1
g027018	0	0	0	0	0	0	0	0	0	0	0	1
g027019	0	0	0	0	0	0	0	0	0	0	0	1
g027020	0	0	0	0	0	0	0	0	0	0	0	1
g027021	0	0	0	0	0	0	0	0	0	0	0	1
g027022	0	0	0	0	0	0	0	0	0	0	0	1
g027023	0	0	0	0	0	0	0	0	0	0	0	1
g027024	0	0	0	0	0	0	0	0	0	0	0	1
g027025	0	0	0	0	0	0	0	0	0	0	0	1
g027026	0	0	1	1	1	1	1	1	0	0	0	1
g027027	0	0	1	1	1	1	1	1	0	0	0	1
g027028	1	0	0	0	0	1	0	1	1	0	0	1
g027029	0	0	0	0	1	1	0	0	0	0	0	1
g027030	0	0	0	0	0	0	0	0	0	0	0	1
g027031	0	0	0	0	0	0	0	0	0	0	0	1
g027032	0	0	0	0	0	0	0	0	0	0	0	1
g027033	0	0	0	0	0	0	0	0	0	0	0	1
g027034	0	0	0	0	0	0	0	0	0	0	0	1
g027035	0	0	0	0	0	0	0	0	0	0	0	1
g027036	0	0	0	0	0	0	0	0	0	0	0	1
g027037	0	0	0	0	0	0	0	0	0	0	0	1
g027038	0	0	0	0	0	0	0	0	0	0	0	1
g027039	0	0	1	0	0	1	1	0	0	0	0	1
g027040	0	0	0	0	0	0	0	0	0	0	0	1
g027041	1	1	1	0	1	0	1	1	0	0	0	1
g027042	1	1	1	1	1	1	1	1	1	0	0	1
g027043	1	1	1	1	1	1	1	1	1	0	0	1
g027044	0	0	0	0	1	1	0	0	1	0	0	1
g027045	1	1	1	1	1	1	1	1	1	0	0	1
g027046	1	0	1	0	0	1	1	0	1	0	0	1
g027047	1	1	1	1	1	1	1	1	1	0	0	1
g027048	1	1	1	1	1	1	1	0	1	0	0	1
g027049	1	1	1	0	0	1	0	0	0	0	0	1
g027050	1	1	1	0	0	0	1	1	1	0	0	1
g027051	0	1	1	1	1	1	1	1	1	0	0	1
g027052	0	0	1	1	1	1	1	1	1	0	0	1
g027053	0	0	1	1	1	1	1	1	0	0	0	1
g027054	0	0	0	0	0	0	1	0	0	0	0	1
g027055	0	0	0	0	0	0	0	0	0	0	0	1
g027056	0	0	0	0	0	0	0	0	0	0	0	1
g027057	0	0	0	0	1	1	0	0	0	0	0	1
g027058	1	1	1	1	1	1	1	1	1	0	0	1
g027059	1	1	1	1	1	1	1	0	1	0	0	1
g027060	1	1	1	1	1	1	1	1	1	0	0	1
g027061	0	0	0	0	0	0	0	0	0	0	0	1
g027062	0	0	0	0	0	0	0	0	0	0	0	1
g027063	0	0	0	0	0	0	0	0	0	0	0	1
g027064	0	0	0	0	0	0	0	0	0	0	0	1
g027065	1	1	1	0	0	1	0	1	1	0	0	1
g027066	0	0	0	0	0	0	0	0	0	0	0	1
g027067	1	0	0	0	0	0	0	0	0	0	0	1
g027068	0	0	0	0	0	0	0	0	0	0	0	1
g027069	0	0	0	0	0	0	0	0	0	0	0	1
g027070	0	0	0	0	0	0	0	0	0	0	0	1
g027071	0	0	0	0	0	0	0	0	0	0	0	1
g027072	0	0	0	0	0	0	0	0	0	0	0	1
g027073	0	0	0	0	0	0	0	0	0	0	0	1
g027074	1	1	0	0	0	0	0	0	1	0	0	1
g027075	1	1	0	0	0	0	0	0	0	0	0	1
g027076	0	0	0	0	0	0	0	0	0	0	0	1
g027077	0	0	0	0	0	0	0	0	0	0	0	1
g027078	0	0	0	0	0	0	0	0	0	0	0	1
g027079	0	0	0	0	0	0	0	0	0	0	0	1
g027080	1	1	1	1	1	1	1	1	1	1	1	1
g027081	1	1	1	1	1	1	1	1	1	1	1	1
g027082	0	1	0	0	0	0	0	0	1	1	0	1
g027083	0	1	1	1	1	1	1	1	1	1	1	1
g027084	1	0	0	0	0	0	0	0	0	0	0	1
g027085	1	1	1	1	1	1	1	1	1	1	1	1
g027086	0	0	1	1	1	1	1	1	0	1	1	1
g027087	0	0	0	0	0	0	0	0	0	0	0	1
g027088	0	0	0	0	0	0	0	0	0	0	0	1
g027089	1	1	1	1	1	1	1	1	1	1	0	1
g027090	1	1	1	1	1	1	1	1	1	1	1	1
g027091	0	1	0	0	0	1	0	0	0	1	0	1
g027092	1	1	1	1	1	1	1	1	1	1	1	1
g027093	1	1	1	1	1	1	1	1	1	1	1	1
g027094	0	0	1	1	1	0	1	1	0	0	1	1
g027095	1	1	1	1	1	1	1	1	1	1	1	1
g027096	0	1	1	0	0	0	0	1	1	1	0	1
g027097	1	0	0	0	0	0	0	0	0	0	0	1
g027098	1	1	1	1	1	1	1	1	1	1	1	1
g027099	0	0	0	0	0	0	0	0	0	0	0	1
g027100	1	1	1	1	1	1	1	1	0	1	1	1
g027101	1	1	1	1	1	1	1	1	1	1	1	1
g027102	1	1	1	1	1	1	1	1	1	1	1	1
g027103	0	0	0	0	0	0	0	0	0	0	0	1
g027104	0	0	0	0	0	0	0	0	0	0	0	1
g027105	0	1	1	1	1	1	1	1	1	1	1	1
g027106	0	0	0	0	0	0	0	0	0	0	0	1
g027107	0	0	0	0	0	0	0	0	0	0	0	1
g027108	0	0	0	0	0	0	0	0	0	0	0	1
g027109	0	0	0	0	0	0	0	0	0	0	0	1
g027110	0	0	0	0	0	0	0	0	0	0	0	1
g027111	0	0	0	0	0	0	0	0	0	0	0	1
g027112	0	0	0	0	0	0	0	0	0	0	0	1
g027113	0	0	0	0	0	0	0	0	0	0	0	1
g027114	0	0	0	0	0	0	0	0	0	0	0	1
g027115	0	0	0	0	0	1	0	1	0	0	0	1
g027116	1	1	0	0	0	0	0	0	0	0	0	1
g027117	0	0	0	0	0	0	0	0	0	0	0	1
g027118	0	0	0	0	0	0	0	0	0	0	1	1
g027119	1	0	0	0	0	0	0	0	0	0	0	1
g027120	0	0	0	0	0	0	0	0	0	0	0	1
g027121	0	0	1	0	0	1	0	0	0	0	0	1
g027122	1	1	1	1	1	1	1	1	1	1	0	1
g027123	0	0	0	0	0	0	0	0	0	0	0	1
g027124	1	1	0	0	0	0	0	1	1	0	0	1
g027125	1	1	1	1	1	1	1	1	1	1	1	1
g027126	1	1	1	1	0	1	1	1	1	1	1	1
g027127	1	1	1	1	1	1	1	1	1	1	1	1
g027128	1	1	1	1	1	1	1	1	1	1	1	1
g027129	1	1	1	1	1	1	1	1	1	1	0	1
g027130	1	0	1	1	1	1	1	1	0	0	0	1
g027131	1	1	1	1	1	1	1	1	1	1	0	1
g027132	1	1	1	1	1	1	1	1	1	1	1	1
g027133	1	0	0	0	1	1	1	0	0	1	0	1
g027134	0	0	0	0	0	0	0	0	0	0	0	1
g027135	0	0	0	0	0	0	0	0	0	0	0	1
g027136	0	1	1	1	1	1	1	1	1	1	1	1
g027137	0	0	0	1	1	1	1	1	0	1	0	1
g027138	1	1	0	1	1	1	1	1	1	1	1	1
g027139	1	0	0	0	0	0	1	0	0	0	1	1
g027140	0	1	1	1	1	0	0	1	1	1	0	1
g027141	1	1	1	1	1	1	1	1	1	0	1	1
g027142	0	0	0	0	0	0	0	1	0	0	0	1
g027143	1	1	1	1	1	1	1	1	1	1	1	1
g027144	0	0	0	0	0	0	0	0	0	0	0	1
g027145	1	1	1	1	1	1	1	1	1	1	1	1
g027146	1	1	1	1	1	1	1	1	1	1	1	1
g027147	1	1	1	1	1	1	0	1	1	0	1	1
g027148	0	1	1	1	1	1	1	1	1	1	1	1
g027149	1	1	1	1	1	1	1	1	1	1	1	1
g027150	1	1	0	1	1	1	1	1	1	1	1	1
g027151	1	1	0	0	0	0	0	0	1	1	1	1
g027152	0	0	1	0	0	0	1	1	0	0	0	1
g027153	0	0	1	1	1	1	1	1	0	0	0	1
g027154	0	0	0	0	0	0	0	0	0	0	0	1
g027155	0	1	1	1	1	1	1	1	1	1	1	1
g027156	1	1	1	1	1	1	1	1	1	1	1	1
g027157	1	1	1	0	1	1	0	1	1	1	1	1
g027158	0	1	1	1	1	1	1	1	1	1	1	1
g027159	1	1	1	1	0	1	1	0	1	1	1	1
g027160	1	1	1	1	1	1	1	1	1	1	1	1
g027161	1	1	1	1	1	1	1	1	1	1	1	1
g027162	1	1	1	1	1	1	1	1	1	1	1	1
g027163	1	1	0	1	1	1	1	1	1	1	1	1
g027164	1	1	1	1	1	1	1	0	1	1	1	1
g027165	1	1	0	0	0	0	0	0	1	1	0	1
g027166	1	0	0	0	0	0	0	0	0	0	0	1
g027167	0	0	1	1	1	1	1	1	1	1	0	1
g027168	1	1	1	1	1	1	1	1	1	1	1	1
g027169	1	1	1	1	1	0	1	0	1	1	0	1
g027170	1	1	1	1	1	0	1	1	1	1	1	1
g027171	0	1	1	1	1	1	1	1	0	1	1	1
g027172	1	1	1	1	1	1	1	1	1	1	1	1
g027173	1	1	1	1	1	1	1	1	1	1	1	1
g027174	1	1	1	1	1	1	1	1	1	1	1	1
g027175	0	1	0	0	1	1	0	0	0	1	1	1
g027176	1	0	1	1	1	1	1	1	0	1	0	1
g027177	1	0	1	0	0	1	1	1	1	1	0	1
g027178	0	0	0	0	0	0	0	0	0	0	0	1
g027179	1	1	1	1	1	1	1	1	1	1	1	1
g027180	1	1	1	1	1	1	1	1	1	1	1	1
g027181	0	1	1	1	1	1	1	1	0	0	1	1
g027182	1	1	1	1	1	1	1	1	1	1	1	1
g027183	1	0	0	0	1	1	1	0	0	0	1	1
g027184	0	0	1	0	1	0	1	0	0	0	0	1
g027185	1	1	1	1	1	1	1	1	1	1	0	1
g027186	1	1	1	1	1	1	1	1	1	1	0	1
g027187	1	0	1	0	1	1	1	1	1	1	0	1
g027188	0	1	1	1	1	1	1	1	1	1	0	1
g027189	0	0	0	0	0	0	0	0	0	0	0	1
g027190	0	0	0	0	0	0	0	0	0	0	0	1
g027191	0	0	0	0	0	0	0	0	0	0	0	1
g027192	0	0	0	0	0	0	0	0	0	0	0	1
g027193	0	0	0	0	0	0	0	0	0	0	0	1
g027194	0	0	0	0	0	0	0	0	0	0	0	1
g027195	0	0	0	0	0	0	0	0	0	0	0	1
g027196	0	0	0	0	0	0	0	0	0	0	0	1
g027197	0	0	0	0	0	0	0	0	0	0	0	1
g027198	0	0	0	0	0	0	0	0	0	0	0	1
g027199	0	0	0	0	0	0	0	0	0	0	1	1
g027200	0	0	0	0	0	0	0	0	0	0	0	1
g027201	0	0	0	0	0	0	0	0	0	0	0	1
g027202	1	1	1	1	1	1	1	1	1	1	0	1
g027203	1	1	1	1	1	1	1	1	1	1	0	1
g027204	1	1	0	0	0	0	0	0	1	0	0	1
g027205	0	0	0	0	0	0	0	0	0	0	0	1
g027206	0	1	1	1	1	1	1	1	1	1	0	1
g027207	0	1	1	1	1	1	1	1	1	1	0	1
g027208	1	1	1	1	1	1	1	1	1	1	0	1
g027209	0	0	1	1	1	1	1	1	0	0	0	1
g027210	1	1	1	1	1	1	1	1	1	1	1	1
g027211	1	1	0	0	0	0	0	0	1	0	0	1
g027212	0	0	1	0	0	0	1	1	1	1	0	1
g027213	1	1	1	1	1	1	1	1	1	0	1	1
g027214	0	0	1	1	1	1	1	1	0	1	1	1
g027215	0	0	1	1	1	1	1	1	1	1	1	1
g027216	0	1	0	0	0	0	0	0	0	0	0	1
g027217	0	0	1	1	1	1	1	1	0	1	1	1
g027218	1	1	1	1	1	1	1	1	1	1	1	1
g027219	0	1	1	1	1	1	1	1	1	1	1	1
g027220	1	1	1	1	1	1	1	1	1	1	1	1
g027221	1	1	0	0	0	0	0	0	1	1	1	1
g027222	1	1	1	1	1	1	1	1	1	1	1	1
g027223	1	1	0	0	0	0	0	0	1	0	1	1
g027224	0	1	0	0	0	0	0	0	1	0	0	1
g027225	1	1	0	0	0	0	0	0	1	0	1	1
g027226	1	1	0	0	0	0	0	0	1	0	1	1
g027227	0	0	0	0	0	0	0	0	0	0	1	1
g027228	0	0	0	0	0	0	0	0	0	0	0	1
g027229	0	0	0	0	0	0	0	0	0	0	0	1
g027230	0	0	0	0	0	0	0	0	0	0	0	1
g027231	0	0	0	0	0	0	0	0	0	0	0	1
g027232	0	0	0	0	0	0	0	0	0	0	0	1
g027233	0	0	0	0	0	0	0	0	0	0	0	1
g027234	0	0	0	0	0	0	0	0	0	0	0	1
g027235	0	0	0	0	0	0	0	0	0	0	0	1
g027236	0	0	0	0	0	0	0	0	0	0	0	1
g027237	0	0	0	0	0	0	0	0	0	0	0	1
g027238	1	1	0	0	0	0	0	0	0	1	0	1
g027239	0	1	0	0	0	0	0	0	0	1	0	1
g027240	0	0	0	0	0	0	0	0	0	1	0	1
g027241	0	1	0	0	0	0	0	0	0	1	0	1
g027242	1	1	0	0	0	0	0	0	0	1	0	1
g027243	0	0	0	0	0	0	0	0	0	0	0	1
g027244	0	1	0	0	0	0	0	0	0	1	0	1
g027245	0	1	0	0	0	0	0	0	0	1	0	1
g027246	0	0	0	0	0	0	0	0	0	1	0	1
g027247	0	0	0	0	0	0	0	0	0	0	0	1
g027248	0	0	0	0	0	0	0	0	0	0	0	1
g027249	1	1	0	0	0	0	0	1	0	1	0	1
g027250	1	1	1	1	0	1	1	0	1	1	0	1
g027251	0	1	0	0	0	0	0	0	0	1	0	1
g027252	1	1	0	0	0	0	0	0	0	1	0	1
g027253	0	1	0	0	0	0	0	0	0	1	0	1
g027254	0	0	0	0	0	0	0	0	0	0	0	1
g027255	0	0	0	0	0	0	0	0	0	0	0	1
g027256	0	0	0	0	0	0	0	0	0	0	0	1
g027257	0	0	0	0	0	0	0	0	0	0	0	1
g027258	0	0	0	0	0	0	0	0	0	0	0	1
g027259	0	0	0	0	0	0	0	0	0	0	0	1
g027260	0	0	0	0	0	0	0	0	0	0	0	1
g027261	0	0	0	0	0	0	0	0	0	0	0	1
g027262	0	0	0	0	0	0	0	0	0	0	0	1
g027263	0	0	0	0	0	0	0	0	0	0	0	1
g027264	0	0	0	0	0	0	0	0	0	0	0	1
g027265	0	0	0	0	0	0	0	0	0	0	0	1
g027266	0	0	0	0	0	0	0	0	0	0	0	1
g027267	0	0	0	0	0	0	0	0	0	0	0	1
g027268	0	0	0	0	0	0	0	0	0	0	0	1
g027269	0	0	0	0	0	0	0	0	0	0	0	1
g027270	0	0	0	0	0	0	0	0	0	0	0	1
g027271	0	0	0	0	0	0	0	0	0	0	0	1
g027272	0	0	0	0	0	0	0	0	0	0	0	1
g027273	0	0	0	0	0	0	0	0	0	0	0	1
g027274	1	1	0	0	0	0	0	0	0	0	0	1
g027275	1	1	0	0	0	0	0	0	1	0	0	1
g027276	1	1	0	0	0	0	0	0	1	0	0	1
g027277	1	1	0	0	0	0	0	0	1	0	0	1
g027278	0	1	0	0	0	0	0	0	1	0	0	1
g027279	0	1	0	0	0	0	0	0	1	1	0	1
g027280	0	1	0	0	0	0	0	0	1	1	0	1
g027281	1	1	0	0	0	0	0	0	1	1	0	1
g027282	1	1	0	0	0	0	0	0	1	1	0	1
g027283	0	1	0	0	0	0	0	0	1	1	0	1
g027284	1	0	0	0	0	0	0	0	0	1	0	1
g027285	1	1	0	0	0	0	0	0	1	1	1	1
g027286	0	0	0	0	0	0	0	0	0	0	0	1
g027287	1	1	0	0	0	0	0	0	1	0	0	1
g027288	0	1	0	0	0	0	0	0	1	0	0	1
g027289	1	1	0	0	0	0	0	0	1	1	1	1
g027290	1	1	0	0	0	0	0	0	1	1	1	1
g027291	1	1	0	0	0	0	0	0	1	1	1	1
g027292	1	1	0	0	0	0	0	0	1	1	1	1
g027293	1	1	0	0	0	0	0	0	1	1	1	1
g027294	1	1	0	0	0	0	0	0	1	1	1	1
g027295	1	1	0	0	0	0	0	0	1	1	0	1
g027296	1	1	0	0	0	0	0	0	1	1	0	1
g027297	1	1	0	0	0	0	0	0	1	1	0	1
g027298	1	1	0	0	0	0	0	0	1	1	0	1
g027299	0	1	0	0	0	0	0	0	1	1	0	1
g027300	1	1	0	0	0	0	0	0	1	1	0	1
g027301	1	0	0	0	0	0	0	0	0	0	0	1
g027302	1	0	0	0	0	0	0	0	0	0	0	1
g027303	1	1	0	0	0	0	0	0	1	1	1	1
g027304	1	1	0	0	0	0	0	0	1	1	1	1
g027305	1	1	0	0	0	0	0	0	1	1	1	1
g027306	0	1	0	0	0	0	0	0	1	1	1	1
g027307	1	1	0	0	0	0	0	0	1	1	1	1
g027308	1	1	0	0	0	0	0	0	1	1	0	1
g027309	1	1	0	0	0	0	0	0	1	1	1	1
g027310	1	1	0	0	0	0	0	0	1	1	1	1
g027311	1	1	0	0	0	0	0	0	1	1	1	1
g027312	1	1	0	0	0	0	0	0	1	1	1	1
g027313	1	1	0	0	0	0	0	0	1	0	1	1
g027314	1	1	0	0	0	0	0	0	1	1	0	1
g027315	1	1	0	0	0	0	0	0	1	1	1	1
g027316	1	1	0	0	0	0	0	0	1	1	1	1
g027317	1	1	0	0	0	0	0	0	1	1	1	1
g027318	1	1	0	0	0	0	0	0	1	0	0	1
g027319	0	0	0	0	0	0	0	0	0	0	0	1
g027320	0	0	0	0	0	0	0	0	0	0	0	1
g027321	0	1	0	0	0	0	0	0	1	0	1	1
g027322	1	1	0	0	0	0	0	0	1	1	1	1
g027323	1	1	0	0	0	0	0	0	1	1	0	1
g027324	1	1	0	0	0	0	0	0	1	1	1	1
